episode_return,episode_length,score,epsilon,episode
19.0,19.0,1.0,0.0758708151948335,276
9.0,9.0,0.0,0.07579494437963867,277
6.0,6.0,0.0,0.07571914943525904,278
12.0,12.0,0.0,0.07564343028582378,279
4.0,4.0,0.0,0.07556778685553796,280
16.0,16.0,1.0,0.07549221906868242,281
7.0,7.0,0.0,0.07541672684961374,282
4.0,4.0,0.0,0.07534131012276413,283
12.0,12.0,0.0,0.07526596881264136,284
13.0,13.0,0.0,0.07519070284382871,285
13.0,13.0,0.0,0.07511551214098489,286
7.0,7.0,0.0,0.0750403966288439,287
4.0,4.0,0.0,0.07496535623221506,288
13.0,13.0,0.0,0.07489039087598284,289
9.0,9.0,0.0,0.07481550048510686,290
13.0,13.0,0.0,0.07474068498462176,291
9.0,9.0,0.0,0.07466594429963713,292
11.0,11.0,0.0,0.07459127835533749,293
9.0,9.0,0.0,0.07451668707698215,294
13.0,13.0,0.0,0.07444217038990518,295
12.0,12.0,0.0,0.07436772821951528,296
9.0,9.0,0.0,0.07429336049129576,297
7.0,7.0,0.0,0.07421906713080446,298
4.0,4.0,0.0,0.07414484806367366,299
10.0,10.0,0.0,0.07407070321560999,300
13.0,13.0,0.0,0.07399663251239438,301
8.0,8.0,0.0,0.07392263587988199,302
10.0,10.0,0.0,0.0738487132440021,303
13.0,13.0,0.0,0.0737748645307581,304
13.0,13.0,0.0,0.07370108966622733,305
13.0,13.0,0.0,0.0736273885765611,306
9.0,9.0,0.0,0.07355376118798454,307
9.0,9.0,0.0,0.07348020742679656,308
13.0,13.0,0.0,0.07340672721936976,309
13.0,13.0,0.0,0.0733333204921504,310
13.0,13.0,0.0,0.07325998717165824,311
4.0,4.0,0.0,0.07318672718448659,312
6.0,6.0,0.0,0.0731135404573021,313
13.0,13.0,0.0,0.0730404269168448,314
19.0,19.0,1.0,0.07296738648992795,315
9.0,9.0,0.0,0.07289441910343802,316
7.0,7.0,0.0,0.07282152468433459,317
13.0,13.0,0.0,0.07274870315965025,318
4.0,4.0,0.0,0.0726759544564906,319
13.0,13.0,0.0,0.0726032785020341,320
12.0,12.0,0.0,0.07253067522353207,321
9.0,9.0,0.0,0.07245814454830854,322
13.0,13.0,0.0,0.07238568640376022,323
9.0,9.0,0.0,0.07231330071735646,324
13.0,13.0,0.0,0.0722409874166391,325
13.0,13.0,0.0,0.07216874642922247,326
7.0,7.0,0.0,0.07209657768279325,327
13.0,13.0,0.0,0.07202448110511045,328
13.0,13.0,0.0,0.07195245662400535,329
9.0,9.0,0.0,0.07188050416738134,330
9.0,9.0,0.0,0.07180862366321396,331
13.0,13.0,0.0,0.07173681503955075,332
13.0,13.0,0.0,0.0716650782245112,333
13.0,13.0,0.0,0.07159341314628669,334
12.0,12.0,0.0,0.0715218197331404,335
9.0,9.0,0.0,0.07145029791340726,336
13.0,13.0,0.0,0.07137884761549386,337
4.0,4.0,0.0,0.07130746876787837,338
23.0,23.0,1.0,0.07123616129911049,339
23.0,23.0,1.0,0.07116492513781138,340
21.0,21.0,1.0,0.07109376021267357,341
19.0,19.0,1.0,0.07102266645246089,342
8.0,8.0,0.0,0.07095164378600842,343
12.0,12.0,0.0,0.07088069214222241,344
13.0,13.0,0.0,0.07080981145008018,345
13.0,13.0,0.0,0.0707390016386301,346
13.0,13.0,0.0,0.07066826263699147,347
12.0,12.0,0.0,0.07059759437435448,348
8.0,8.0,0.0,0.07052699677998012,349
6.0,6.0,0.0,0.07045646978320014,350
13.0,13.0,0.0,0.07038601331341694,351
13.0,13.0,0.0,0.07031562730010353,352
7.0,7.0,0.0,0.07024531167280343,353
4.0,4.0,0.0,0.07017506636113062,354
12.0,12.0,0.0,0.07010489129476949,355
8.0,8.0,0.0,0.07003478640347471,356
29.0,29.0,2.0,0.06996475161707123,357
4.0,4.0,0.0,0.06989478686545417,358
13.0,13.0,0.0,0.06982489207858872,359
7.0,7.0,0.0,0.06975506718651013,360
10.0,10.0,0.0,0.06968531211932362,361
13.0,13.0,0.0,0.06961562680720429,362
10.0,10.0,0.0,0.06954601118039709,363
13.0,13.0,0.0,0.0694764651692167,364
4.0,4.0,0.0,0.06940698870404748,365
13.0,13.0,0.0,0.06933758171534343,366
4.0,4.0,0.0,0.06926824413362809,367
8.0,8.0,0.0,0.06919897588949446,368
4.0,4.0,0.0,0.06912977691360496,369
13.0,13.0,0.0,0.06906064713669136,370
8.0,8.0,0.0,0.06899158648955467,371
7.0,7.0,0.0,0.06892259490306511,372
18.0,18.0,1.0,0.06885367230816204,373
4.0,4.0,0.0,0.06878481863585388,374
9.0,9.0,0.0,0.06871603381721803,375
23.0,23.0,1.0,0.0686473177834008,376
13.0,13.0,0.0,0.0685786704656174,377
4.0,4.0,0.0,0.06851009179515179,378
13.0,13.0,0.0,0.06844158170335664,379
8.0,8.0,0.0,0.06837314012165328,380
23.0,23.0,1.0,0.06830476698153164,381
4.0,4.0,0.0,0.06823646221455011,382
13.0,13.0,0.0,0.06816822575233557,383
10.0,10.0,0.0,0.06810005752658323,384
7.0,7.0,0.0,0.06803195746905664,385
7.0,7.0,0.0,0.06796392551158759,386
19.0,19.0,1.0,0.067895961586076,387
13.0,13.0,0.0,0.06782806562448992,388
13.0,13.0,0.0,0.06776023755886544,389
13.0,13.0,0.0,0.06769247732130658,390
9.0,9.0,0.0,0.06762478484398528,391
7.0,7.0,0.0,0.0675571600591413,392
9.0,9.0,0.0,0.06748960289908215,393
13.0,13.0,0.0,0.06742211329618307,394
18.0,18.0,1.0,0.06735469118288688,395
28.0,28.0,2.0,0.067287336491704,396
19.0,19.0,1.0,0.06722004915521229,397
13.0,13.0,0.0,0.06715282910605708,398
13.0,13.0,0.0,0.06708567627695101,399
4.0,4.0,0.0,0.06701859060067407,400
9.0,9.0,0.0,0.0669515720100734,401
13.0,13.0,0.0,0.06688462043806333,402
13.0,13.0,0.0,0.06681773581762526,403
12.0,12.0,0.0,0.06675091808180764,404
13.0,13.0,0.0,0.06668416716372583,405
13.0,13.0,0.0,0.0666174829965621,406
13.0,13.0,0.0,0.06655086551356554,407
13.0,13.0,0.0,0.06648431464805198,408
9.0,9.0,0.0,0.06641783033340393,409
13.0,13.0,0.0,0.06635141250307053,410
13.0,13.0,0.0,0.06628506109056746,411
7.0,7.0,0.0,0.0662187760294769,412
13.0,13.0,0.0,0.06615255725344742,413
8.0,8.0,0.0,0.06608640469619396,414
20.0,20.0,1.0,0.06602031829149776,415
13.0,13.0,0.0,0.06595429797320626,416
13.0,13.0,0.0,0.06588834367523305,417
13.0,13.0,0.0,0.06582245533155782,418
28.0,28.0,2.0,0.06575663287622627,419
12.0,12.0,0.0,0.06569087624335004,420
9.0,9.0,0.0,0.0656251853671067,421
13.0,13.0,0.0,0.06555956018173958,422
7.0,7.0,0.0,0.06549400062155784,423
4.0,4.0,0.0,0.06542850662093629,424
12.0,12.0,0.0,0.06536307811431535,425
12.0,12.0,0.0,0.06529771503620103,426
13.0,13.0,0.0,0.06523241732116483,427
9.0,9.0,0.0,0.06516718490384367,428
19.0,19.0,1.0,0.06510201771893982,429
10.0,10.0,0.0,0.06503691570122089,430
7.0,7.0,0.0,0.06497187878551966,431
6.0,6.0,0.0,0.06490690690673415,432
8.0,8.0,0.0,0.06484199999982741,433
13.0,13.0,0.0,0.06477715799982758,434
13.0,13.0,0.0,0.06471238084182776,435
4.0,4.0,0.0,0.06464766846098594,436
9.0,9.0,0.0,0.06458302079252495,437
13.0,13.0,0.0,0.06451843777173243,438
4.0,4.0,0.0,0.06445391933396069,439
19.0,19.0,1.0,0.06438946541462673,440
13.0,13.0,0.0,0.06432507594921211,441
18.0,18.0,1.0,0.0642607508732629,442
18.0,18.0,1.0,0.06419649012238964,443
4.0,4.0,0.0,0.06413229363226725,444
8.0,8.0,0.0,0.06406816133863498,445
13.0,13.0,0.0,0.06400409317729634,446
8.0,8.0,0.0,0.06394008908411905,447
16.0,16.0,1.0,0.06387614899503494,448
30.0,30.0,2.0,0.06381227284603991,449
13.0,13.0,0.0,0.06374846057319387,450
8.0,8.0,0.0,0.06368471211262068,451
22.0,22.0,1.0,0.06362102740050805,452
13.0,13.0,0.0,0.06355740637310754,453
9.0,9.0,0.0,0.06349384896673443,454
23.0,23.0,1.0,0.0634303551177677,455
20.0,20.0,1.0,0.06336692476264993,456
23.0,23.0,1.0,0.06330355783788728,457
7.0,7.0,0.0,0.0632402542800494,458
12.0,12.0,0.0,0.06317701402576935,459
33.0,33.0,2.0,0.06311383701174358,460
7.0,7.0,0.0,0.06305072317473184,461
18.0,18.0,1.0,0.0629876724515571,462
13.0,13.0,0.0,0.06292468477910555,463
7.0,7.0,0.0,0.06286176009432645,464
19.0,19.0,1.0,0.06279889833423212,465
23.0,23.0,1.0,0.06273609943589789,466
16.0,16.0,1.0,0.06267336333646199,467
13.0,13.0,0.0,0.06261068997312554,468
4.0,4.0,0.0,0.06254807928315241,469
20.0,20.0,1.0,0.06248553120386926,470
14.0,14.0,0.0,0.06242304567266539,471
23.0,23.0,1.0,0.062360622626992726,472
28.0,28.0,2.0,0.06229826200436573,473
5.0,5.0,0.0,0.062235963742361365,474
17.0,17.0,1.0,0.062173727778619,475
33.0,33.0,2.0,0.06211155405084038,476
18.0,18.0,1.0,0.062049442496789536,477
4.0,4.0,0.0,0.061987393054292746,478
6.0,6.0,0.0,0.061925405661238456,479
13.0,13.0,0.0,0.06186348025557722,480
13.0,13.0,0.0,0.06180161677532164,481
9.0,9.0,0.0,0.06173981515854632,482
28.0,28.0,2.0,0.061678075343387775,483
13.0,13.0,0.0,0.06161639726804439,484
9.0,9.0,0.0,0.06155478087077634,485
15.0,15.0,1.0,0.06149322608990557,486
9.0,9.0,0.0,0.06143173286381566,487
4.0,4.0,0.0,0.06137030113095184,488
4.0,4.0,0.0,0.06130893082982089,489
23.0,23.0,1.0,0.06124762189899107,490
9.0,9.0,0.0,0.06118637427709208,491
9.0,9.0,0.0,0.06112518790281499,492
8.0,8.0,0.0,0.06106406271491217,493
23.0,23.0,1.0,0.061002998652197264,494
10.0,10.0,0.0,0.060941995653545064,495
13.0,13.0,0.0,0.060881053657891517,496
4.0,4.0,0.0,0.06082017260423363,497
8.0,8.0,0.0,0.060759352431629395,498
33.0,33.0,2.0,0.06069859307919777,499
13.0,13.0,0.0,0.060637894486118574,500
13.0,13.0,0.0,0.060577256591632454,501
13.0,13.0,0.0,0.060516679335040825,502
10.0,10.0,0.0,0.06045616265570578,503
4.0,4.0,0.0,0.06039570649305007,504
13.0,13.0,0.0,0.060335310786557024,505
13.0,13.0,0.0,0.060274975475770466,506
23.0,23.0,1.0,0.0602147005002947,507
9.0,9.0,0.0,0.060154485799794405,508
13.0,13.0,0.0,0.06009433131399461,509
13.0,13.0,0.0,0.060034236982680615,510
9.0,9.0,0.0,0.05997420274569793,511
13.0,13.0,0.0,0.05991422854295223,512
9.0,9.0,0.0,0.05985431431440928,513
13.0,13.0,0.0,0.059794460000094876,514
8.0,8.0,0.0,0.05973466554009478,515
23.0,23.0,1.0,0.05967493087455469,516
9.0,9.0,0.0,0.05961525594368013,517
33.0,33.0,2.0,0.05955564068773645,518
18.0,18.0,1.0,0.059496085047048716,519
13.0,13.0,0.0,0.059436588962001664,520
9.0,9.0,0.0,0.059377152373039664,521
13.0,13.0,0.0,0.05931777522066663,522
13.0,13.0,0.0,0.05925845744544596,523
20.0,20.0,1.0,0.05919919898800051,524
19.0,19.0,1.0,0.05913999978901251,525
13.0,13.0,0.0,0.05908085978922349,526
29.0,29.0,2.0,0.05902177892943427,527
23.0,23.0,1.0,0.058962757150504835,528
13.0,13.0,0.0,0.05890379439335433,529
50.0,50.0,4.0,0.058844890598960975,530
4.0,4.0,0.0,0.05878604570836202,531
9.0,9.0,0.0,0.05872725966265366,532
4.0,4.0,0.0,0.058668532402991004,533
13.0,13.0,0.0,0.05860986387058801,534
13.0,13.0,0.0,0.05855125400671742,535
33.0,33.0,2.0,0.05849270275271071,536
17.0,17.0,1.0,0.058434210049957996,537
9.0,9.0,0.0,0.05837577583990804,538
13.0,13.0,0.0,0.05831740006406813,539
13.0,13.0,0.0,0.058259082664004064,540
13.0,13.0,0.0,0.05820082358134006,541
8.0,8.0,0.0,0.058142622757758715,542
10.0,10.0,0.0,0.058084480135000956,543
9.0,9.0,0.0,0.058026395654865955,544
16.0,16.0,1.0,0.05796836925921109,545
10.0,10.0,0.0,0.05791040088995188,546
10.0,10.0,0.0,0.05785249048906192,547
30.0,30.0,2.0,0.05779463799857286,548
8.0,8.0,0.0,0.05773684336057429,549
6.0,6.0,0.0,0.05767910651721372,550
18.0,18.0,1.0,0.0576214274106965,551
13.0,13.0,0.0,0.0575638059832858,552
13.0,13.0,0.0,0.05750624217730252,553
13.0,13.0,0.0,0.057448735935125214,554
9.0,9.0,0.0,0.05739128719919009,555
11.0,11.0,0.0,0.057333895911990895,556
23.0,23.0,1.0,0.057276562016078905,557
8.0,8.0,0.0,0.057219285454062824,558
13.0,13.0,0.0,0.05716206616860876,559
4.0,4.0,0.0,0.05710490410244015,560
9.0,9.0,0.0,0.05704779919833771,561
25.0,25.0,2.0,0.056990751399139374,562
13.0,13.0,0.0,0.056933760647740236,563
23.0,23.0,1.0,0.056876826887092495,564
20.0,20.0,1.0,0.056819950060205404,565
43.0,43.0,3.0,0.0567631301101452,566
13.0,13.0,0.0,0.056706366980035054,567
9.0,9.0,0.0,0.05664966061305502,568
30.0,30.0,2.0,0.056593010952441965,569
20.0,20.0,1.0,0.056536417941489524,570
13.0,13.0,0.0,0.056479881523548034,571
22.0,22.0,1.0,0.05642340164202449,572
13.0,13.0,0.0,0.05636697824038246,573
9.0,9.0,0.0,0.05631061126214208,574
25.0,25.0,2.0,0.05625430065087994,575
13.0,13.0,0.0,0.05619804635022906,576
23.0,23.0,1.0,0.05614184830387883,577
51.0,51.0,4.0,0.05608570645557495,578
19.0,19.0,1.0,0.05602962074911938,579
4.0,4.0,0.0,0.05597359112837026,580
19.0,19.0,1.0,0.05591761753724189,581
13.0,13.0,0.0,0.055861699919704653,582
13.0,13.0,0.0,0.05580583821978495,583
13.0,13.0,0.0,0.055750032381565166,584
23.0,23.0,1.0,0.0556942823491836,585
13.0,13.0,0.0,0.05563858806683442,586
43.0,43.0,3.0,0.05558294947876759,587
19.0,19.0,1.0,0.05552736652928882,588
8.0,8.0,0.0,0.05547183916275954,589
20.0,20.0,1.0,0.055416367323596775,590
23.0,23.0,1.0,0.05536095095627318,591
73.0,73.0,6.0,0.0553055900053169,592
13.0,13.0,0.0,0.05525028441531159,593
13.0,13.0,0.0,0.05519503413089628,594
13.0,13.0,0.0,0.05513983909676538,595
22.0,22.0,1.0,0.055084699257668616,596
13.0,13.0,0.0,0.05502961455841095,597
19.0,19.0,1.0,0.05497458494385254,598
13.0,13.0,0.0,0.05491961035890869,599
33.0,33.0,2.0,0.05486469074854978,600
13.0,13.0,0.0,0.05480982605780123,601
4.0,4.0,0.0,0.05475501623174343,602
9.0,9.0,0.0,0.054700261215511685,603
19.0,19.0,1.0,0.05464556095429617,604
13.0,13.0,0.0,0.05459091539334188,605
13.0,13.0,0.0,0.05453632447794853,606
37.0,37.0,3.0,0.05448178815347059,607
